,ticket_id,UID,currency,sales,quantity,ticket_date
0,202308230945891,c4b3a45d-0b0a-59af-a814-b7c45fed7a27c4b3a45d-0b0a-59af-a814-b7c45fed7a27,USD,360.0,3,2023-08-23
1,202308230376905,d72bb6d7-bf0b-54f9-81e9-a40f761af196d72bb6d7-bf0b-54f9-81e9-a40f761af196,USD,200.0,1,2023-08-23
2,202308230872283,d865b651-957b-56d1-a388-0ab59bff1b73d865b651-957b-56d1-a388-0ab59bff1b73,USD,400.0,4,2023-08-23
3,202308230079196,6419aadf-f719-5086-a7cf-5d53cd18855f6419aadf-f719-5086-a7cf-5d53cd18855f,USD,135.0,1,2023-08-23
4,202308230359987,2754c187-81c9-5aa1-9f2e-9e68d3864e8112040468-5bad-5ed3-99ce-b2245425c4b2,USD,700.0,5,2023-08-23
5,202308230007730,f1326c52-8847-5d65-9a19-a8bd21346241f1326c52-8847-5d65-9a19-a8bd21346241,USD,750.0,5,2023-08-23
6,202308230733343,f1326c52-8847-5d65-9a19-a8bd213462418c3038c8-ea14-549b-a0cf-a1997aef3de7,USD,300.0,2,2023-08-23
7,202308230875458,202d0acc-fa73-554b-a67b-0196bb0feb77202d0acc-fa73-554b-a67b-0196bb0feb77,USD,800.0,5,2023-08-23
8,202308230284023,202d0acc-fa73-554b-a67b-0196bb0feb77f3e4500c-59db-5b32-be8b-0bced934b53b,USD,320.0,2,2023-08-23
9,202308230128187,bc19cc33-507d-536a-8e55-641d46eadbeebc19cc33-507d-536a-8e55-641d46eadbee,USD,640.0,4,2023-08-23
10,202308230663811,bc19cc33-507d-536a-8e55-641d46eadbee98488f65-bb6c-5c5e-af8c-73fead999871,USD,320.0,2,2023-08-23
11,202308230759613,bc19cc33-507d-536a-8e55-641d46eadbee3156e681-ec4d-50dd-b5ec-58d6ef0f9805,USD,160.0,1,2023-08-23
12,202308230335120,bc19cc33-507d-536a-8e55-641d46eadbee38b233fd-94d1-57a2-84b8-d5450d3f24ae,USD,640.0,4,2023-08-23
13,202308230409358,6ce750ce-4e86-56d3-a1c3-f7aa5bb2b60b6ce750ce-4e86-56d3-a1c3-f7aa5bb2b60b,USD,1040.0,4,2023-08-23
14,202308230229713,92bb9c85-5e4d-5197-8c9e-18dc235b997c92bb9c85-5e4d-5197-8c9e-18dc235b997c,USD,1040.0,4,2023-08-23
15,202308230409709,8c48735a-c504-57b0-bede-44dfcece99e78c48735a-c504-57b0-bede-44dfcece99e7,USD,520.0,4,2023-08-23
16,202308230386660,8c48735a-c504-57b0-bede-44dfcece99e7ec28463c-e2b6-5841-9e40-77a7961acafc,USD,650.0,5,2023-08-23
17,202308230775177,8c48735a-c504-57b0-bede-44dfcece99e7ea219266-adcb-5e79-9293-9d96782c4756,USD,390.0,3,2023-08-23
18,202308230942686,8c48735a-c504-57b0-bede-44dfcece99e7a5af0d29-a87e-52d8-8fe3-7544d2e0962e,USD,130.0,1,2023-08-23
19,202308230535652,8c48735a-c504-57b0-bede-44dfcece99e7b9a3a0ce-65cb-5121-8a0d-5b4dc2ebf8ad,USD,520.0,4,2023-08-23
20,202308230296076,8c48735a-c504-57b0-bede-44dfcece99e798bb0f11-8119-53dd-bf9c-218b17101cec,USD,520.0,4,2023-08-23
21,202308230212526,8c48735a-c504-57b0-bede-44dfcece99e7cfa8277f-561b-5c05-bb23-572c66dbfc8a,USD,260.0,2,2023-08-23
